,lat,lon,time,nuclide,_dl,_unit,value,_unc,species,body_part,bio_group,sample_id,contracting_party,id,is_replicate,replicated_group
106,51.4,3.9622222222222225,1573689600,pb210,2,5,1.0,,129,19,14,,Netherlands,89360,True,35
107,51.4,3.9622222222222225,1573689600,ra226,2,5,1.8,,129,19,14,,Netherlands,89356,True,36
108,51.4,3.9622222222222225,1573689600,ra226,2,5,1.8,,129,19,14,,Netherlands,89359,True,36
109,51.4,3.9622222222222225,1573689600,ra226,2,5,1.8,,129,19,14,,Netherlands,89353,True,36
110,51.4,3.9622222222222225,1599436800,cs137,2,5,0.2,,129,19,14,,Netherlands,93855,True,37
111,51.4,3.9622222222222225,1599436800,cs137,2,5,0.2,,129,19,14,,Netherlands,93861,True,37
112,51.4,3.9622222222222225,1599436800,cs137,2,5,0.2,,129,19,14,,Netherlands,93858,True,37
113,51.4,3.9622222222222225,1599436800,pb210,2,5,1.0,,129,19,14,,Netherlands,93863,True,38
114,51.4,3.9622222222222225,1599436800,pb210,2,5,1.0,,129,19,14,,Netherlands,93860,True,38
115,51.4,3.9622222222222225,1599436800,pb210,2,5,1.0,,129,19,14,,Netherlands,93857,True,38
116,51.4,3.9622222222222225,1599436800,ra226,2,5,1.8,,129,19,14,,Netherlands,93856,True,39
117,51.4,3.9622222222222225,1599436800,ra226,2,5,1.8,,129,19,14,,Netherlands,93859,True,39
118,51.4,3.9622222222222225,1599436800,ra226,2,5,1.8,,129,19,14,,Netherlands,93862,True,39
119,51.4,3.9622222222222225,1632873600,cs137,2,5,0.2,,129,19,14,,Netherlands,96136,True,40
120,51.4,3.9622222222222225,1632873600,cs137,2,5,0.2,,129,19,14,,Netherlands,96130,True,40
121,51.4,3.9622222222222225,1632873600,cs137,2,5,0.2,,129,19,14,,Netherlands,96133,True,40
122,51.4,3.9622222222222225,1632873600,cs137,2,5,0.2,,129,19,14,,Netherlands,96127,True,40
123,51.4,3.9622222222222225,1632873600,pb210,2,5,1.0,,129,19,14,,Netherlands,96135,True,41
124,51.4,3.9622222222222225,1632873600,pb210,2,5,1.0,,129,19,14,,Netherlands,96129,True,41
125,51.4,3.9622222222222225,1632873600,pb210,2,5,1.0,,129,19,14,,Netherlands,96138,True,41
