sample_id,area_id,areaname,samptype_id,samptype,ref_id,displaytext,zoterourl,ref_note,datbase,lab_id,lab,latitude,longitude,begperiod,endperiod,samplingyear,totdepth,sampdepth,station,samplabcode,species_id,taxonname,taxonrank,biogroup,taxondb,taxondbid,taxondburl,taxonrepname,bodypar_id,bodypar,sliceup,slicedown,sedtype_id,sedtype,sedrepname,nuclide_id,nusymbol,volume,salinity,temperatur,filtered,filtpore,samparea,drywt,wetwt,percentwt,sampmet_id,sampmet,prepmet_id,prepmet,drymet_id,drymet,counmet_id,counmet,decayedto,detection,activity,uncertaint,unit_id,unit,vartype,freq,rangelow,rangeupp,profile,transect_id,measure_note,shapetype_id,profile_id,sampnote,ref_fulltext,ref_yearpub,ref_sampleTypes,LongLat,displaycoordinates,DisplayLong,DisplayLat,id
497103,1908,North Pacific Ocean,1,Seawater,156,"Yoshida et al., 2015",https://www.zotero.org/groups/2432820/maris/items/JA9I365E,,,282,Woods Hole Oceanographic Institution,30.0,179.723055555556,2013-04-28 00:00:00.000,,2013,,50.0,-,,0,(Not available),,(Not available),,,,,0,(Not available),,,0,(Not available),,31,134Cs,,34.9,18.55,,,,,,,0,Not available,0,Not available,0,Not available,0,Not available,,=,3.2,0.3,1,Bq/m3,,,,,0.0,,Updated: 2021-07-28T10:05:14.313. ,1,,Updated: 2021-07-28T10:05:14.313. Cruise/Type: Melville 1305/P02,"Yoshida, S., Macdonald, A.M., Jayne, S.R., Rypina, I.I., Buesseler, K.O., 2015. Observed eastward progression of the Fukushima 134 signal across the North Pacific. Geophysical Research Letters 42, 7139–7147. https://doi.org/10.1002/2015GL065259",2015,1,"179.723,30",0xE6100000010C0000000000003E404260E5D022776640,179.723055555556,30.0,73672
