sample_id,area_id,areaname,samptype_id,samptype,ref_id,displaytext,zoterourl,ref_note,datbase,lab_id,lab,latitude,longitude,begperiod,endperiod,samplingyear,totdepth,sampdepth,station,samplabcode,species_id,taxonname,taxonrank,biogroup,taxondb,taxondbid,taxondburl,taxonrepname,bodypar_id,bodypar,sliceup,slicedown,sedtype_id,sedtype,sedrepname,nuclide_id,nusymbol,volume,salinity,temperatur,filtered,filtpore,samparea,drywt,wetwt,percentwt,sampmet_id,sampmet,prepmet_id,prepmet,drymet_id,drymet,counmet_id,counmet,decayedto,detection,activity,uncertaint,unit_id,unit,vartype,freq,rangelow,rangeupp,profile,transect_id,measure_note,shapetype_id,profile_id,sampnote,ref_fulltext,ref_yearpub,ref_sampleTypes,LongLat,displaycoordinates,DisplayLong,DisplayLat,id
496739,1908,North Pacific Ocean,1,Seawater,234,"Aoyama et al., 2013",https://www.zotero.org/groups/2432820/maris/items/2J83TK5F,,,0,Laboratory of Ion Beam Physics,29.9,-139.7,2011-11-16 00:00:00.000,,2011,,0.0,VOS11-610,,0,(Not available),,(Not available),,,,,0,(Not available),,,0,(Not available),,31,134Cs,,,,,,,,,,0,Not available,0,Not available,0,Not available,20,Gamma semiconductor spectrometry,,<,0.4,,1,Bq/m3,,,,,0.0,,Updated: 2021-07-27T16:52:35.683. ,1,,Updated: 2021-07-27T16:52:35.683. 7182.6 km from FDNPS. Included in JAEA website (https://emdb.jaea.go.jp/emdb/en/portals/1060103000/).,"Aoyama, M., Uematsu, M., Tsumune, D., Hamajima, Y., 2013. Surface pathway of radioactive plume of TEPCO Fukushima NPP1 released 134Cs and 137Cs. Biogeosciences 10, 3067–3078. https://doi.org/10.5194/bg-10-3067-2013",2013,1,"-139.7,29.9",0xE6100000010C6666666666E63D4066666666667661C0,-139.7,29.9,127998
