sample_id,area_id,areaname,samptype_id,samptype,ref_id,displaytext,zoterourl,ref_note,datbase,lab_id,lab,latitude,longitude,begperiod,endperiod,samplingyear,totdepth,sampdepth,station,samplabcode,species_id,taxonname,taxonrank,biogroup,taxondb,taxondbid,taxondburl,taxonrepname,bodypar_id,bodypar,sliceup,slicedown,sedtype_id,sedtype,sedrepname,nuclide_id,nusymbol,volume,salinity,temperatur,filtered,filtpore,samparea,drywt,wetwt,percentwt,sampmet_id,sampmet,prepmet_id,prepmet,drymet_id,drymet,counmet_id,counmet,decayedto,detection,activity,uncertaint,unit_id,unit,vartype,freq,rangelow,rangeupp,profile,transect_id,measure_note,shapetype_id,profile_id,sampnote,ref_fulltext,ref_yearpub,ref_sampleTypes,LongLat,displaycoordinates,DisplayLong,DisplayLat,id
18487,4307,Japan Sea,1,Seawater,97,"ASPAMARD, 2004",https://www.zotero.org/groups/2432820/maris/items/YYRZDYRA,P. Scotto(1975-2001);P. Morris (2003-2014),ASPAMARD,0,Laboratory of Ion Beam Physics,41.6666666666667,133.85,1981-06-30 00:00:00.000,,1981,,200.0,SW0014,,0,(Not available),,(Not available),,,,,0,(Not available),,,0,(Not available),,77,"239,240Pu",,,,,,,,,,0,Not available,0,Not available,0,Not available,0,Not available,,=,0.00704,,1,Bq/m3,,,,,0.0,,,1,,"Because the date does not have month & day, an intermediate date has been chosen. Unknown latitude and longitude seconds values set to zero.","ASPAMARD, 2004. Asia-Pacific Marine Radioactivity Database.",2004,"1,3","133.85,41.667",0xE6100000010C211FF46C56D544403333333333BB6040,133.85,41.6666666666667,751931
