sample_id,area_id,areaname,samptype_id,samptype,ref_id,displaytext,zoterourl,ref_note,datbase,lab_id,lab,latitude,longitude,begperiod,endperiod,samplingyear,totdepth,sampdepth,station,samplabcode,species_id,taxonname,taxonrank,biogroup,taxondb,taxondbid,taxondburl,taxonrepname,bodypar_id,bodypar,sliceup,slicedown,sedtype_id,sedtype,sedrepname,nuclide_id,nusymbol,volume,salinity,temperatur,filtered,filtpore,samparea,drywt,wetwt,percentwt,sampmet_id,sampmet,prepmet_id,prepmet,drymet_id,drymet,counmet_id,counmet,decayedto,detection,activity,uncertaint,unit_id,unit,vartype,freq,rangelow,rangeupp,profile,transect_id,measure_note,shapetype_id,profile_id,sampnote,ref_fulltext,ref_yearpub,ref_sampleTypes,LongLat,displaycoordinates,DisplayLong,DisplayLat,id
1011,2350,North Sea,1,Seawater,95,"IPSN, CEA (now IRSN), 2004",https://www.zotero.org/groups/2432820/maris/items/TJ5TAEQN,Caesium 137 water surface data,,88,Institut de Protection et de Sûreté Nucléaire - DPEI,53.9666666666667,7.95,1990-09-26 00:00:00.000,,1990,,0.0,24 - 58,,0,(Not available),,(Not available),,,,,0,(Not available),,,0,(Not available),,33,137Cs,,,,,,,,,,0,Not available,0,Not available,0,Not available,0,Not available,,=,10.3,1.236,1,Bq/m3,,,,,0.0,,,1,,,"IPSN, CEA (now IRSN), 2004. Institut de protection et de sûreté nucléaire, Commissariat à l’énergie atomique, France (now IRSN - Institut de radioprotection et de sûreté nucléaire).",2004,1,"7.95,53.967",0xE6100000010C88855AD3BCFB4A40CDCCCCCCCCCC1F40,7.95,53.9666666666667,501734
